"id","savedTime","transactionTime","employee","total","lotName","spotType","orderType","transactionType","barcode"
"8ca76e9d-e4bd-45ed-9c66-125d9d389373","2015-05-14T04:23:38.986Z","2015-05-14T04:23:39.058Z","Joe Doe",1,"ParkHub Test Lot 1","Regular","prime","cash"," "
"43e6925b-02b4-4296-a375-85cf0dcd2de4","2015-05-14T04:24:38.806Z","2015-05-14T04:24:38.891Z","Joe Doe",1,"ParkHub Test Lot 1","Regular","prime","cash"," "
"ce009165-a1a1-4c58-b296-5951c385f5ba","2015-05-14T04:24:49.332Z","2015-05-14T04:24:49.402Z","Joe Doe",1,"ParkHub Test Lot 1","Regular","prime","prepaid","052548240813"
"326b54e8-4f1f-4939-acce-193402ec666b","2015-05-14T04:24:54.438Z","2015-05-14T04:24:54.501Z","Joe Doe",1,"ParkHub Test Lot 1","Regular","prime","prepaid","052548240813"
"b876d0b3-8774-4e63-a800-452b1803190f","2015-05-14T04:25:06.707Z","2015-05-14T04:25:06.770Z","Joe Doe",1,"ParkHub Test Lot 1","Regular","prime","cash"," "
"ab649a75-4882-4de2-add1-46448c9f9247","2015-05-14T04:25:47.690Z","2015-05-14T04:25:47.827Z","Joe Doe",1,"ParkHub Test Lot 1","Regular","prime","prepaid","052548240813"
"db3cfa30-d296-4d50-a2ed-611af34e26b9","2015-05-14T04:26:23.093Z","2015-05-14T04:26:23.155Z","Joe Doe",1,"ParkHub Test Lot 1","Overflow","prime","cash"," "
"047934fe-bd56-49ab-ace1-fb551266010b","2015-05-14T04:37:15.275Z","2015-05-14T04:37:15.333Z","John Doe",1,"ParkHub Test Lot 1","Overflow","prime","cash"," "
"f436b869-31dc-4808-87fe-5d91765fc3fb","2015-05-14T04:37:21.080Z","2015-05-14T04:37:21.150Z","John Doe",1,"ParkHub Test Lot 1","Regular","prime","cash"," "
"0613b9cd-47dc-4d2a-bf31-1cf51c3016cf","2015-05-14T04:37:26.663Z","2015-05-14T04:37:26.735Z","John Doe",1,"ParkHub Test Lot 1","Overflow","prime","cash"," "
"b0488091-b696-4e60-bec9-963d270eca9d","2015-05-14T04:37:33.913Z","2015-05-14T04:37:33.979Z","John Doe",1,"ParkHub Test Lot 1","Overflow","prime","cash"," "
"9ed0f7d1-7555-44b8-a80d-f68a4ba3918e","2015-05-14T04:37:46.798Z","2015-05-14T04:37:46.863Z","John Doe",1,"ParkHub Test Lot 1","Regular","prime","cash"," "
"8e94bfa8-a35a-4d65-bc83-1920ad3ae0fc","2015-05-14T13:37:09.581Z","2015-05-14T13:37:08.742Z","John Doe",1,"ParkHub Test Lot 1","Overflow","prime","cash"," "
"224c87f3-bb26-4461-b18a-61a6526345fb","2015-05-14T13:57:26.306Z","2015-05-14T13:57:26.383Z","John Doe",5,"ParkHub Test Lot 1","Regular","prime","cash"," "
"98fe05fb-383b-4de4-9970-f4515e976915","2015-05-14T14:00:00.295Z","2015-05-14T14:00:00.361Z","Joe Doe",15,"ParkHub Test Lot 2","RV/Limo","prime","cash"," "
"4cd294d9-dc3c-4fb2-b364-7a0285a3cd8f","2015-05-14T14:00:07.377Z","2015-05-14T14:00:07.458Z","Joe Doe",7,"ParkHub Test Lot 2","Regular","prime","cash"," "
"cf1e7e77-ce5b-4e74-884f-a6c361ef3245","2015-05-14T14:00:23.569Z","2015-05-14T14:00:25.140Z","Joe Doe",7,"ParkHub Test Lot 2","Regular","prime","prepaid","280116930000003029910351"
"9d2d5807-e3fc-425a-a2de-6a78ee2b5c0b","2015-05-14T14:00:30.664Z","2015-05-14T14:00:30.767Z","Joe Doe",7,"ParkHub Test Lot 2","Regular","prime","prepaid","280116930000003029910351"
"d971ba69-9001-41bf-9511-e1fa072aeea5","-","2015-05-14T14:42:29.485Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"4d75b7c6-fc57-4fbf-b2c2-754a7f743402","-","2015-05-14T14:43:08.103Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"4c907fc3-da12-4858-b844-37c532e70460","-","2015-05-14T14:44:04.995Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ee84d1cb-d5b5-4b62-b2cb-c2f63d504219","-","2015-05-14T14:45:20.820Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"3c0fd128-e0a1-4e06-ae86-166e30239b9f","-","2015-05-14T14:47:29.419Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"fdebcecc-16d1-463f-8e45-045597df68a5","-","2015-05-14T14:47:56.611Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"6f01cc08-79e4-47fb-a590-9ecc2eab5c95","-","2015-05-14T14:48:07.268Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"b895a493-712d-498b-b23a-91b9c906d6cd","-","2015-05-14T14:49:12.044Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"fd2d58b8-87bd-4b82-a012-a8f56b0ba714","-","2015-05-14T14:50:11.538Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"2863ce92-d216-4c87-86cd-e2b176aeae71","-","2015-05-14T14:50:32.285Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"95e5d5b2-4a7e-4aad-a57b-70f7832bf13b","-","2015-05-14T14:50:56.504Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ca3d417a-718b-48bc-bf1d-5c5bdc7441a7","-","2015-05-14T14:51:36.128Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"87735861-3179-4c1f-931d-9410c4c673fe","-","2015-05-14T15:00:43.175Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"f030e5a6-887c-42a7-805f-344231e00df2","-","2015-05-14T15:02:21.677Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"b5177ce1-d646-4dc5-bc9f-63372da3bc6f","-","2015-05-14T15:02:26.842Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"1033f448-f277-45ec-b6ca-07e9e6cd7f77","-","2015-05-14T15:02:32.117Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"efdeccf3-b2a4-482c-9c3d-4f254a7b5449","-","2015-05-14T15:11:54.428Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"35a5fca7-afa3-402f-9eac-539b2fe70984","-","2015-05-14T15:19:40.071Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"dd885821-7f0f-4875-9510-fca69db67f5b","-","2015-05-14T15:25:16.583Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"2e45aa8b-002a-40ad-ae3a-e9b3519e0461","-","2015-05-14T15:27:46.851Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ff927f31-179a-4a7e-a8ea-05bb8481afec","-","2015-05-14T15:30:54.956Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"47a2d83b-f524-47e6-9b41-38ba8c152334","-","2015-05-14T15:35:27.683Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"8e35481a-a03b-4bb9-b640-08040a238892","-","2015-05-14T15:37:02.913Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d65cc2c4-05bb-4d3e-b109-2171cbf81cae","-","2015-05-14T15:38:21.332Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"eabd0ea5-5f54-4a6c-863d-caab5af86935","-","2015-05-14T15:45:29.703Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"9102c4ff-fb98-490e-8a08-84d706c51a14","-","2015-05-14T15:46:19.992Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0105665a-5c94-4336-8783-c49ab5670dd3","-","2015-05-14T15:51:41.021Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0cfc4270-9d97-4a47-abf1-1faf33f766c2","-","2015-05-14T15:56:36.243Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ed37b258-28cd-46ef-b20e-4c29159be32f","-","2015-05-14T15:57:53.491Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"f4dd471b-4d8c-4e95-bdb7-dae0e3e5d2bc","-","2015-05-14T15:59:43.565Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"7b39eaaf-8f66-4591-8444-482c831de255","-","2015-05-14T16:00:38.367Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"00ef0440-7a31-4cf3-8454-b141879edcbe","-","2015-05-14T16:01:27.639Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"07e40413-ebc3-4065-b3c2-52ff4e181b76","-","2015-05-14T16:07:00.897Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"a1453475-73d0-4f24-9036-9887ceba3aaa","-","2015-05-14T16:13:36.362Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"780bf1da-462b-41e4-82a1-b99eac96769f","-","2015-05-14T16:14:07.589Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"c079833e-9398-4f2d-8b7e-e302c134c4c7","-","2015-05-14T16:19:34.889Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0a383a4e-5d46-4cce-98f5-7c9d07cd788c","-","2015-05-14T16:20:35.297Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"95b8902a-8178-4a88-a203-184ecf7fc02d","-","2015-05-14T16:21:43.048Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"9df6e2ff-e40b-48c6-8740-86113fb3cb3f","-","2015-05-14T16:31:23.792Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"f73fb649-5dab-41fb-8d13-4a646f9fc43c","-","2015-05-14T16:31:29.250Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"e5b1ef2f-c7aa-43fd-9906-eb7b7ebae1cb","-","2015-05-14T16:31:34.377Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"a88e5a44-c19b-4015-826f-34f77b5f3828","-","2015-05-14T16:31:39.497Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"e0614124-9843-4f08-b6de-1b652b000386","-","2015-05-14T16:34:08.544Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"2ea1ab97-6915-453e-9a1c-8d6b46e06dba","-","2015-05-14T16:35:16.113Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"6998505f-c181-4e2c-bcd3-619c1d94bdb8","-","2015-05-14T16:35:30.536Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"71bfa078-d95e-4a95-86ea-202656f5b7a2","-","2015-05-14T16:35:30.671Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"f4349382-60ff-4cb1-8297-e88374c93bc9","-","2015-05-14T16:36:59.680Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"7084d7e8-3ef9-4c27-b7cc-319c8a160b60","-","2015-05-14T16:42:15.077Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ac7bf559-4871-4378-b1cf-0bf996f5ce69","-","2015-05-14T16:45:04.088Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"97377a2e-015b-4af9-a9b8-d16382bd2b26","-","2015-05-14T16:45:17.521Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0ac930e7-fa43-498e-af5f-362d0b40b3e0","-","2015-05-14T16:47:45.933Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d6a38e14-cd9d-4a38-a3ed-5a34e8e8f1e9","-","2015-05-14T16:50:21.737Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"df809b95-f5a4-45aa-8ba2-2b4a95d3ecd0","-","2015-05-14T16:51:51.638Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"c96841df-7fd9-4670-b178-d34360542ced","-","2015-05-14T16:52:20.937Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"9ac18142-3545-4c80-b64d-49999fae89ab","-","2015-05-14T16:52:54.850Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"9ec08e3a-3f9d-49b2-b26c-3690163af467","-","2015-05-14T16:57:18.930Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"01ada3ce-9eeb-43d5-a859-e778ca271d9f","2015-05-14T17:04:47.882Z","2015-05-14T17:04:48.316Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"9ce32e7b-a6f4-472f-8be5-e7d6eb915fd8","-","2015-05-14T17:07:03.930Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"21822be5-b4fa-44c3-a5f8-03907e6fccd5","-","2015-05-14T17:07:09.418Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"a5e48608-21ce-41ba-97fa-ec508e48b666","-","2015-05-14T17:10:23.855Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"31b027c0-3746-401f-abc6-8bec15f38881","-","2015-05-14T17:10:28.769Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"be08011e-3367-4b1a-8923-64ca88751f5d","-","2015-05-14T17:12:40.379Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d67b3b73-9fa4-4910-8144-fab0691e4803","-","2015-05-14T17:12:45.407Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"b3d18787-d315-484d-a29a-89d38cd3f971","-","2015-05-14T17:12:57.172Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"c5fd29b1-4b05-435d-a8f7-9269d37afc74","-","2015-05-14T17:16:02.138Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d6a75387-5ad4-4709-b8d6-cd9a58467d58","-","2015-05-14T17:17:01.934Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"26442dad-bfcf-4cae-b3d4-21ccccaeb846","-","2015-05-14T17:19:06.528Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"63512684-3609-4b33-9196-fce3a9c6acdf","-","2015-05-14T17:19:29.505Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d5b211d3-8743-4147-8435-29799afe893e","-","2015-05-14T17:20:19.948Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"527b5763-637e-45f0-bf0b-417cf2c98a33","-","2015-05-14T17:25:17.191Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"6778e38c-edb2-461f-918b-f4610a58756f","2015-05-14T17:25:49.868Z","2015-05-14T17:25:50.430Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"8c79d7bb-12dc-40c7-9f1f-3c80e99b82f3","-","2015-05-14T17:26:37.718Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"6a496133-200f-42ac-b5e5-49ae59f25b23","-","2015-05-14T17:27:10.020Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"00ba78a6-f2d2-4204-9016-7929a361fe33","-","2015-05-14T17:28:40.216Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0d5af70e-8c09-49ea-99a3-61dc7bb6eeca","-","2015-05-14T17:29:31.957Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"c32841ce-315b-4bab-8379-676ddcb2779b","2015-05-14T17:30:14.384Z","2015-05-14T17:30:14.910Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"fad4eae6-576c-41e8-ac5e-30ef376eece6","-","2015-05-14T17:34:56.103Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"29eb8b3f-9ac9-4252-b685-594e7d860201","-","2015-05-14T17:35:45.597Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"b6c129cb-5c19-4505-b4d3-91c62b8c27b4","-","2015-05-14T17:37:23.795Z","Joanna Barnett",0,"Audi Garage","Disabled","prime","exempt"," "
"4a56eaf1-2693-4ef8-ac26-e697b12cc2c8","-","2015-05-14T17:38:02.800Z","Joanna Barnett",0,"Audi Garage","Disabled","prime","exempt"," "
"5784ee3a-778c-4dc5-9c0a-635b2da37013","-","2015-05-14T17:39:02.504Z","Joanna Barnett",0,"Audi Garage","Disabled","prime","exempt"," "
"d58fce47-a08c-4d88-8908-d0aa1d183624","-","2015-05-14T17:40:02.141Z","Joanna Barnett",0,"Audi Garage","Disabled","prime","exempt"," "
"f91544cd-e69a-4bc1-bdf3-42b9574417a6","2015-05-14T17:46:15.723Z","2015-05-14T17:46:16.427Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"f192e307-f52f-45ab-b2d0-1f5026896f47","-","2015-05-14T17:48:53.880Z","Joanna Barnett",0,"Audi Garage","Disabled","prime","exempt"," "
"a2416ae1-4195-4d2b-bd0f-c38ca0f54a22","-","2015-05-14T17:49:11.220Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"62c8275f-2939-491e-9898-5d4f1986b400","2015-05-14T17:52:29.683Z","2015-05-14T17:52:30.484Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"d7cc2e24-496f-48db-976c-769eea16d222","-","2015-05-14T17:52:39.165Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"87ab27c7-aa3f-4971-8adb-9ef65fc47dd1","-","2015-05-14T17:53:16.284Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"69d3f2c7-6d26-4b71-93e2-572a628b612f","-","2015-05-14T17:56:43.908Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"45857e87-76de-4ccd-bd32-9ce09f24d00c","-","2015-05-14T17:58:09.296Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"8e39a631-aae7-42aa-89f0-93dd5b2dcd2f","-","2015-05-14T17:58:35.011Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"53526b33-f6c1-460d-903d-3c51189f1e93","-","2015-05-14T18:03:24.518Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"1178e4f1-7c18-4da8-9359-69221d934046","-","2015-05-14T18:05:12.757Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"6d643af5-15e2-48dd-a9fc-2e76275baf17","-","2015-05-14T18:12:08.987Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"21b20024-48ef-4ee5-b567-6e3e10f0ee0e","-","2015-05-14T18:13:01.793Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d8a05a05-47ca-4333-b05a-178d609ff5bf","-","2015-05-14T18:13:07.496Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"9e7c8289-85d8-4ace-aaf1-78074c78e4d4","-","2015-05-14T18:13:16.518Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"64df40fd-dd9f-4863-80a3-75d99ed24c08","2015-05-14T18:16:35.842Z","2015-05-14T18:16:36.558Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"135bb92d-315e-4f3d-9bda-c532ca72d269","-","2015-05-14T18:16:59.036Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"7af15dbd-9dd7-4ed7-a59a-3047fee43d21","-","2015-05-14T18:17:04.580Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"bedce720-9db9-44ae-8cda-de05121811a6","-","2015-05-14T18:17:56.881Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d773df44-743f-4421-9fbe-c64c49e87555","-","2015-05-14T18:17:57.046Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"187104a3-b9f0-4ea1-8d6c-ff2450b676fb","-","2015-05-14T18:18:39.237Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"cf25142d-e898-4c5a-b080-a7fa38b0d85a","-","2015-05-14T18:19:21.836Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"44079d5a-d15f-4efe-b1bc-9b853367f65a","-","2015-05-14T18:21:54.125Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"3a6bd8e5-512e-4012-9286-feffe64cc916","-","2015-05-14T18:23:22.545Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"22b8a7d4-89f6-4e38-9b6e-3b2b84feebc7","-","2015-05-14T18:23:46.761Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"1ee60ab0-a05e-420d-be83-2c5291a20e43","2015-05-14T18:26:11.221Z","2015-05-14T18:26:11.962Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"b9378ad6-6d32-49dc-94b5-3f427ec308b7","-","2015-05-14T18:26:50.239Z","Joanna Barnett",25,"Audi Garage","Regular","prime","cash"," "
"6a4352a9-aae0-40e8-b6e3-f4c869c4af59","-","2015-05-14T18:29:32.816Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"29690b15-deb3-4910-9401-664df4dbdd59","-","2015-05-14T18:30:34.038Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ed3ff443-da32-4008-a917-f776a033299d","-","2015-05-14T18:31:28.117Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"9dd409e8-18c7-459f-97a3-a74ec6978c2b","-","2015-05-14T18:31:34.832Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"134e8311-2206-4eee-90ab-5a9a81bd2371","-","2015-05-14T18:32:27.771Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"f6aba9ca-09f0-4ad5-b10e-f0ccf5a3e772","2015-05-14T18:33:46.923Z","2015-05-14T18:33:47.344Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"123d5b5f-6603-4cd3-a929-f863bb148f8b","-","2015-05-14T18:34:36.055Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"1801e4bb-f637-43c1-b489-92c14284a683","2015-05-14T18:36:03.234Z","2015-05-14T18:36:03.692Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"9a25bf6b-af5a-4b51-8982-8b0757d4ab4b","-","2015-05-14T18:40:54.343Z","Joanna Barnett",25,"Audi Garage","Regular","prime","credit"," "
"3f2a2fa9-6b8c-4789-9094-c2219b82723e","-","2015-05-14T18:41:09.311Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"3af28fda-a792-48e1-a452-343646f28571","-","2015-05-14T18:41:27.173Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"d36a029c-9822-42f3-b669-57d14f20e121","-","2015-05-14T18:41:56.384Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0553a355-7c20-4a63-ade0-7479e6fefb55","-","2015-05-14T18:42:23.803Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"62d9c1b9-c957-4b63-b1ce-e27b9386b685","-","2015-05-14T18:45:12.302Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"ae90138d-2167-4feb-beb5-4cccf940bb7c","-","2015-05-14T18:45:34.102Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"102233ee-0d23-413e-b30b-9883b42bebe9","-","2015-05-14T18:47:29.549Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"dbd95990-5a59-4ebb-812e-2ff402596021","2015-05-14T18:48:21.641Z","2015-05-14T18:48:22.007Z","Billy Trimble",0,"West End Garage","LEVY Employee","prime","exempt"," "
"6df6bbcf-5ae4-4331-9646-32ff7dd1d7ac","-","2015-05-14T18:49:07.136Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"76f2cd5c-ed37-46b3-a2bf-de7a61360881","-","2015-05-14T18:52:35.428Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"241c1c3c-f5f0-4e00-bd2a-4fcefce13adc","-","2015-05-14T18:53:35.458Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"5560d3cc-522e-4bc7-ad43-df47db5334ba","-","2015-05-14T18:53:42.059Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"f417e91f-90db-4353-9132-f4207878039d","-","2015-05-14T18:54:37.399Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"1530f4c0-7c47-402e-8a29-941da8a1c4be","-","2015-05-14T18:56:05.563Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
"0e6c8d2c-d045-4850-a824-62077643a34a","-","2015-05-14T18:56:50.930Z","Joanna Barnett",0,"Audi Garage","Regular","prime","exempt"," "
